customerID,MonthlyCharges,tenure,Contract,InternetService,PaymentMethod,numTechTickets,numAdminTickets,Churn,ChurnProbability,RiskTier,TopRiskDriver1,NextBestAction
6024-RUGGH,25.2,72,Two year,No,Bank transfer (automatic),0,0,No,0.0011247843931737173,Low,N/A,N/A
3956-CJUST,75.4,23,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.6557943942476258,High,Internetservice Fiber Optic,Contract Upgrade Incentive
4079-WWQQQ,65.55,72,Two year,DSL,Bank transfer (automatic),0,0,No,0.0009181182882445749,Low,N/A,N/A
6103-BOCOU,80.7,26,Month-to-month,Fiber optic,Electronic check,0,0,No,0.5962346921893206,High,Internetservice Fiber Optic,Contract Upgrade Incentive
5149-TGWDZ,104.55,21,One year,Fiber optic,Mailed check,0,0,No,0.2012651390690832,Low,N/A,N/A
7471-WNSUF,24.15,60,One year,No,Bank transfer (automatic),0,0,No,0.009115953723652403,Low,N/A,N/A
8942-DBMHZ,20.45,12,Month-to-month,No,Mailed check,0,2,No,0.28219586146895864,Low,N/A,N/A
4301-VVZKA,75.4,16,Month-to-month,Fiber optic,Electronic check,0,0,No,0.7548629667836443,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
9199-PWQVC,79.7,63,One year,DSL,Credit card (automatic),0,3,No,0.0049465385659283835,Low,N/A,N/A
4824-GUCBY,81.7,22,Month-to-month,Fiber optic,Electronic check,0,3,No,0.7124258219347677,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
5393-HJZSM,76.3,32,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.09563248577349026,Low,N/A,N/A
0862-PRCBS,103.75,68,Two year,Fiber optic,Credit card (automatic),0,0,No,0.001301181894892653,Low,N/A,N/A
8812-ZRHFP,86.45,30,One year,Fiber optic,Electronic check,0,0,No,0.22937802056789033,Low,N/A,N/A
5146-CBVOE,75.1,16,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.7146698931474647,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
0454-OKRCT,80.6,33,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.04682057055457301,Low,N/A,N/A
5787-KXGIY,19.3,72,Two year,No,Credit card (automatic),0,0,No,0.001561916993712043,Low,N/A,N/A
4198-VFOEA,33.6,12,One year,DSL,Mailed check,0,0,No,0.27431013761005957,Low,N/A,N/A
6630-UJZMY,83.25,4,Month-to-month,Fiber optic,Electronic check,0,0,No,0.9005545783558241,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
5709-LVOEQ,80.85,0,Two year,DSL,Mailed check,0,0,No,0.10601269155457489,Low,N/A,N/A
2692-AQCPF,108.05,65,One year,Fiber optic,Credit card (automatic),0,0,No,0.005621079178657002,Low,N/A,N/A
0347-UBKUZ,19.9,15,Month-to-month,No,Mailed check,0,0,No,0.2690297372183697,Low,N/A,N/A
0835-DUUIQ,21.05,24,One year,No,Bank transfer (automatic),0,0,No,0.07128172655765583,Low,N/A,N/A
0811-GSDTP,30.15,13,Month-to-month,DSL,Electronic check,0,0,No,0.6390193407567891,High,Tenure,Contract Upgrade Incentive
7567-ECMCM,79.85,24,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.5123559980955119,High,Internetservice Fiber Optic,Contract Upgrade Incentive
6115-ZTBFQ,65.5,72,Two year,DSL,Bank transfer (automatic),0,0,No,0.00091888157362507,Low,N/A,N/A
6353-BRMMA,104.1,54,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.04819595292664661,Low,N/A,N/A
6231-WFGFH,20.5,4,Month-to-month,No,Mailed check,0,0,No,0.33318765090092695,Low,N/A,N/A
9904-EHEVJ,91.35,32,Month-to-month,Fiber optic,Mailed check,0,0,No,0.3226737532811765,Low,N/A,N/A
6169-PPETC,20.5,35,Two year,No,Bank transfer (automatic),0,5,No,0.010173629758713517,Low,N/A,N/A
8584-KMVXD,75.6,8,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8675511137156477,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
8467-WYNSR,55.1,22,Month-to-month,DSL,Mailed check,0,0,No,0.24947041963554412,Low,N/A,N/A
0851-DFJKB,58.95,15,Month-to-month,DSL,Electronic check,0,0,No,0.4632854073461147,High,Tenure,Contract Upgrade Incentive
5382-SOYZL,95.1,22,Month-to-month,Fiber optic,Electronic check,0,0,No,0.5767048079505305,High,Internetservice Fiber Optic,Contract Upgrade Incentive
3261-CQXOL,25.45,71,Two year,No,Bank transfer (automatic),0,0,No,0.0012878427237313498,Low,N/A,N/A
8388-FYNPZ,56.75,4,Month-to-month,DSL,Electronic check,0,0,No,0.681079544439228,High,Tenure,Contract Upgrade Incentive
4002-BQWPQ,81.75,25,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.1493005935330854,Low,N/A,N/A
5651-YLPRD,86.1,32,Month-to-month,Fiber optic,Electronic check,0,0,No,0.41153842847510824,High,Internetservice Fiber Optic,Contract Upgrade Incentive
2826-DXLQO,29.8,7,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.6853576771779006,High,Tenure,Contract Upgrade Incentive
4378-BZYFP,20.5,17,One year,No,Mailed check,0,0,No,0.09771395600081903,Low,N/A,N/A
9489-UTFKA,60.9,8,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5518064379835148,High,Tenure,Contract Upgrade Incentive
4849-PYRLQ,73.25,56,Two year,DSL,Bank transfer (automatic),0,1,No,0.0031477972698593175,Low,N/A,N/A
7764-BDPEE,20.85,3,Month-to-month,No,Mailed check,0,5,No,0.3575095408268179,Low,N/A,N/A
3429-IFLEM,77.35,71,Two year,DSL,Credit card (automatic),0,0,No,0.0006681052820553406,Low,N/A,N/A
5002-GCQFH,93.85,49,Month-to-month,Fiber optic,Bank transfer (automatic),0,2,No,0.09554141748235458,Low,N/A,N/A
0556-FJEGU,70.1,58,Two year,DSL,Bank transfer (automatic),0,0,No,0.0021930381453184825,Low,N/A,N/A
0604-THJFP,75.95,59,Two year,DSL,Credit card (automatic),0,0,No,0.0013798138206963285,Low,N/A,N/A
5879-SESNB,75.25,11,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8350732147024481,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6461-PPAXN,54.95,35,One year,DSL,Bank transfer (automatic),0,0,No,0.0493518929948666,Low,N/A,N/A
3318-ISQFQ,19.5,20,Month-to-month,No,Bank transfer (automatic),0,0,No,0.23990021637602885,Low,N/A,N/A
1106-HRLKZ,19.6,40,Two year,No,Mailed check,0,0,No,0.007088472819029415,Low,N/A,N/A
2483-XSSMZ,47.85,39,One year,DSL,Electronic check,0,0,No,0.09244532221799932,Low,N/A,N/A
8165-ZJRNM,23.75,72,Two year,No,Bank transfer (automatic),0,0,No,0.001310597986757441,Low,N/A,N/A
2604-XVDAM,43.8,12,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5454459577284712,High,Tenure,Contract Upgrade Incentive
3717-OFRTN,19.75,1,Month-to-month,No,Bank transfer (automatic),0,0,No,0.45171743495566513,High,Tenure,Contract Upgrade Incentive
9046-JBFWA,19.15,27,Month-to-month,No,Mailed check,0,0,No,0.13091980525564062,Low,N/A,N/A
3280-NMUVX,19.6,34,One year,No,Credit card (automatic),0,0,No,0.03558454588358458,Low,N/A,N/A
1206-EHBDD,80.3,56,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.010936516719031626,Low,N/A,N/A
8361-LBRDI,24.35,58,Two year,No,Credit card (automatic),0,0,No,0.003238858083872768,Low,N/A,N/A
4883-KCPZJ,25.25,22,Two year,No,Credit card (automatic),0,2,No,0.019723697800783587,Low,N/A,N/A
9108-EQPNQ,26.1,10,Two year,No,Credit card (automatic),0,0,No,0.03831776735602097,Low,N/A,N/A
7277-KAMWT,20.0,13,Two year,No,Credit card (automatic),0,0,No,0.03960771530752535,Low,N/A,N/A
2545-LXYVJ,20.7,72,Two year,No,Bank transfer (automatic),0,3,No,0.001534547221971769,Low,N/A,N/A
3234-VKACU,70.3,2,Month-to-month,DSL,Electronic check,0,3,No,0.6252583443968466,High,Tenure,Contract Upgrade Incentive
8120-JDCAM,69.55,4,Month-to-month,Fiber optic,Mailed check,0,0,No,0.8119580016687988,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
8917-FAEMR,19.85,37,Two year,No,Mailed check,0,0,No,0.011126251658161631,Low,N/A,N/A
7047-YXDMZ,20.0,21,Month-to-month,No,Mailed check,0,0,No,0.19454887764336617,Low,N/A,N/A
2858-EIMXH,95.85,53,One year,Fiber optic,Credit card (automatic),0,0,No,0.034739724698503616,Low,N/A,N/A
6419-ZTTLE,20.75,23,One year,No,Electronic check,0,0,No,0.12654681982840815,Low,N/A,N/A
0929-HYQEW,50.15,3,Month-to-month,DSL,Mailed check,0,0,No,0.6110614425163557,High,Tenure,Contract Upgrade Incentive
6614-YOLAC,58.65,71,Two year,DSL,Mailed check,0,0,No,0.001042574247984772,Low,N/A,N/A
7426-RHZGU,95.9,9,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.6929450948911209,High,Internetservice Fiber Optic,Contract Upgrade Incentive
4065-JJAVA,49.5,1,Month-to-month,DSL,Electronic check,0,0,No,0.7614071581548697,Critical,Tenure,Contract Upgrade Incentive
7649-SIJJF,80.1,71,Two year,DSL,Mailed check,0,0,No,0.0005182158247445835,Low,N/A,N/A
9361-YNQWJ,24.4,64,One year,No,Bank transfer (automatic),0,3,No,0.008441716463682523,Low,N/A,N/A
3748-FVMZZ,40.05,4,Month-to-month,DSL,Electronic check,0,3,No,0.6913187778265906,High,Tenure,Contract Upgrade Incentive
9391-TTOYH,19.5,23,Month-to-month,No,Mailed check,2,0,No,0.7691404876766845,Critical,Numtechtickets,Contract Upgrade Incentive
1452-XRSJV,51.05,39,Month-to-month,DSL,Credit card (automatic),0,0,No,0.11882306760630078,Low,N/A,N/A
3422-WJOYD,54.35,28,One year,DSL,Mailed check,2,0,No,0.5325595724272815,High,Numtechtickets,VIP Loyalty Check-in
8242-SOQUO,84.7,5,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8971050135678225,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
7460-ITWWP,86.1,45,Month-to-month,Fiber optic,Electronic check,0,0,No,0.26880122533528855,Low,N/A,N/A
7147-AYBAA,70.35,37,Month-to-month,Fiber optic,Mailed check,0,4,No,0.3331560158968862,Low,N/A,N/A
7868-TMWMZ,110.0,60,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.0030571191439407214,Low,N/A,N/A
6732-FZUGP,94.9,47,One year,Fiber optic,Credit card (automatic),0,1,No,0.04551709835914057,Low,N/A,N/A
8329-GWVPJ,69.75,50,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.16132193046394594,Low,N/A,N/A
1352-VHKAJ,71.6,27,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.13143229024597386,Low,N/A,N/A
2632-TACXW,23.65,62,Two year,No,Bank transfer (automatic),0,0,No,0.002707720680973423,Low,N/A,N/A
8146-QQKZH,81.85,71,Two year,DSL,Bank transfer (automatic),0,4,No,0.0005593026449939473,Low,N/A,N/A
1767-CJKBA,25.1,66,Two year,No,Mailed check,0,0,No,0.0017122903394527725,Low,N/A,N/A
6445-TNRXS,114.7,68,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.000835882248788787,Low,N/A,N/A
4581-LNWUM,49.15,13,Month-to-month,DSL,Electronic check,0,3,No,0.5944128145779337,High,Tenure,Contract Upgrade Incentive
4869-EPIUS,80.9,56,One year,Fiber optic,Electronic check,0,0,No,0.04683311684875491,Low,N/A,N/A
1915-OAKWD,19.3,16,One year,No,Bank transfer (automatic),0,0,No,0.10940762831547705,Low,N/A,N/A
7296-PIXQY,70.2,14,Month-to-month,Fiber optic,Electronic check,0,0,No,0.782799330827387,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
3354-OADJP,54.25,8,One year,DSL,Bank transfer (automatic),0,1,No,0.280901370101536,Low,N/A,N/A
3524-WQDSG,99.3,43,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.12874703619530947,Low,N/A,N/A
0810-DHDBD,74.0,52,One year,DSL,Credit card (automatic),0,0,No,0.010590889227373862,Low,N/A,N/A
4026-SKKHW,50.25,3,Month-to-month,DSL,Mailed check,0,0,No,0.5626307780554921,High,Tenure,Contract Upgrade Incentive
2829-HYVZP,19.8,29,One year,No,Mailed check,0,0,No,0.05377021833377353,Low,N/A,N/A
3845-JHAMY,35.5,16,Month-to-month,DSL,Credit card (automatic),0,0,No,0.4556796730552194,High,Tenure,Contract Upgrade Incentive
7013-PSXHK,80.75,40,One year,DSL,Mailed check,1,0,No,0.07201792342915048,Low,N/A,N/A
3486-NPGST,19.55,36,One year,No,Mailed check,0,0,No,0.04197235904445254,Low,N/A,N/A
6100-FJZDG,20.05,26,One year,No,Bank transfer (automatic),0,0,No,0.05755152207620983,Low,N/A,N/A
4829-ZLJTK,112.4,72,Two year,Fiber optic,Electronic check,0,0,No,0.001833512802789969,Low,N/A,N/A
1730-VFMWO,50.2,34,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.16053968600574883,Low,N/A,N/A
7143-BQIBA,62.25,10,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.42929510559298195,High,Tenure,Contract Upgrade Incentive
3800-LYTRK,55.7,14,One year,DSL,Mailed check,0,0,No,0.1851388290016613,Low,N/A,N/A
9646-NMHXE,19.65,47,Two year,No,Mailed check,0,0,No,0.005553348217984128,Low,N/A,N/A
7030-NJVDP,89.25,24,Month-to-month,Fiber optic,Electronic check,0,2,No,0.5036061822589972,High,Internetservice Fiber Optic,Contract Upgrade Incentive
8883-GRDWQ,54.0,20,One year,DSL,Mailed check,0,0,No,0.15198150068168007,Low,N/A,N/A
7771-ZONAT,56.75,22,Two year,DSL,Bank transfer (automatic),0,0,No,0.03606627533478038,Low,N/A,N/A
2111-DWYHN,21.1,1,Month-to-month,No,Mailed check,0,4,No,0.4187663144905769,High,Tenure,Contract Upgrade Incentive
4194-WHFCB,96.65,59,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.03527416127555383,Low,N/A,N/A
4121-AGSIN,24.5,58,One year,No,Credit card (automatic),0,0,No,0.008913662434404234,Low,N/A,N/A
9845-PEEKO,79.2,59,Two year,Fiber optic,Credit card (automatic),0,5,No,0.011513950265891125,Low,N/A,N/A
0455-XFASS,69.55,3,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8914051521521659,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
0301-KOBTQ,20.05,32,Two year,No,Bank transfer (automatic),0,0,No,0.015233385496606432,Low,N/A,N/A
1751-NCDLI,98.85,46,Month-to-month,Fiber optic,Electronic check,0,0,No,0.17599861638023512,Low,N/A,N/A
4367-NUYAO,25.75,0,Two year,No,Mailed check,0,1,No,0.05712170262993553,Low,N/A,N/A
9170-ARBTB,19.6,52,One year,No,Credit card (automatic),0,0,No,0.014861140322052263,Low,N/A,N/A
7241-AJHFS,87.65,32,Month-to-month,Fiber optic,Bank transfer (automatic),0,0,No,0.30262238664854846,Low,N/A,N/A
4546-FOKWR,74.75,16,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.7084758485372996,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
9036-CSKBW,107.45,51,One year,Fiber optic,Bank transfer (automatic),1,0,No,0.0852726077445276,Low,N/A,N/A
5832-TRLPB,75.35,29,One year,DSL,Bank transfer (automatic),0,0,No,0.05073850638797208,Low,N/A,N/A
8590-YFFQO,64.95,70,Two year,DSL,Credit card (automatic),0,0,No,0.000993226008404363,Low,N/A,N/A
8659-IOOPU,100.45,71,Two year,Fiber optic,Electronic check,0,4,No,0.0017129954257635329,Low,N/A,N/A
1338-CECEE,68.5,41,One year,DSL,Bank transfer (automatic),0,0,No,0.02590859467402279,Low,N/A,N/A
7439-DKZTW,80.55,1,Month-to-month,Fiber optic,Electronic check,0,0,No,0.9011437376300011,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
4646-QZXTF,81.25,7,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.4150987412736592,High,Tenure,Contract Upgrade Incentive
9742-XOKTS,89.55,67,One year,Fiber optic,Electronic check,0,0,No,0.010959891487566311,Low,N/A,N/A
6921-OZMFH,55.7,5,Month-to-month,DSL,Mailed check,0,0,No,0.4595482343320605,High,Tenure,Contract Upgrade Incentive
9578-FOMUK,24.8,15,Month-to-month,No,Electronic check,0,0,No,0.3014482903755961,Low,N/A,N/A
4712-UYOOI,20.0,20,Month-to-month,No,Electronic check,0,0,No,0.26604350978728575,Low,N/A,N/A
7722-CVFXN,105.2,54,One year,Fiber optic,Electronic check,0,0,No,0.01900505469237258,Low,N/A,N/A
8717-VCTXJ,19.55,42,One year,No,Mailed check,0,0,No,0.026925350414478293,Low,N/A,N/A
7363-QTBIW,79.75,9,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8377058866022034,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
4159-NAAIX,97.45,63,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.003737536134099233,Low,N/A,N/A
0971-QIFJK,24.25,69,Two year,No,Bank transfer (automatic),0,0,No,0.00177402835765227,Low,N/A,N/A
9397-TZSHA,24.6,69,Two year,No,Credit card (automatic),0,0,No,0.0017375721604363755,Low,N/A,N/A
3391-JSQEW,50.15,40,Month-to-month,DSL,Mailed check,0,0,No,0.11553234667048294,Low,N/A,N/A
0343-QLUZP,39.6,60,Two year,DSL,Bank transfer (automatic),0,0,No,0.00617959383737451,Low,N/A,N/A
2176-LVPNX,89.85,71,Two year,DSL,Mailed check,0,1,No,0.0005207902124106611,Low,N/A,N/A
3312-UUMZW,98.85,32,Month-to-month,Fiber optic,Credit card (automatic),2,5,No,0.8336185591861734,Critical,Numtechtickets,Contract Upgrade Incentive
1271-UODNO,53.85,39,Two year,DSL,Credit card (automatic),0,0,No,0.011735968521042427,Low,N/A,N/A
8461-EFQYM,24.25,38,One year,No,Electronic check,0,0,No,0.05151521502946088,Low,N/A,N/A
6900-RBKER,89.45,52,Two year,Fiber optic,Credit card (automatic),0,0,No,0.010450293867149333,Low,N/A,N/A
6891-JPYFF,105.25,48,Month-to-month,Fiber optic,Credit card (automatic),0,2,No,0.07207778194933091,Low,N/A,N/A
1459-QNFQT,59.5,70,Two year,DSL,Bank transfer (automatic),0,0,No,0.0011056183598287545,Low,N/A,N/A
1047-NNCBF,70.55,20,Month-to-month,Fiber optic,Credit card (automatic),0,2,No,0.6305269437342136,High,Internetservice Fiber Optic,Contract Upgrade Incentive
3696-XRIEN,82.5,50,One year,DSL,Credit card (automatic),0,0,No,0.00946326182569596,Low,N/A,N/A
0074-HDKDG,61.6,25,One year,DSL,Bank transfer (automatic),0,0,No,0.0869702226656787,Low,N/A,N/A
8791-GFXLZ,49.05,12,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.5001990977421163,High,Tenure,Contract Upgrade Incentive
9330-DHBFL,66.25,23,One year,DSL,Mailed check,0,0,No,0.07499353660171144,Low,N/A,N/A
0098-BOWSO,19.4,27,Month-to-month,No,Electronic check,0,0,No,0.2189782810691249,Low,N/A,N/A
3452-ABWRL,86.05,47,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.1745708261932226,Low,N/A,N/A
5859-HZYLF,19.15,26,Two year,No,Credit card (automatic),0,0,No,0.016266374138125733,Low,N/A,N/A
3156-QLHBO,19.25,2,Month-to-month,No,Mailed check,0,3,No,0.3747211720426949,Low,N/A,N/A
2208-NQBCT,81.95,26,Month-to-month,Fiber optic,Electronic check,0,0,No,0.5509712506386578,High,Internetservice Fiber Optic,Contract Upgrade Incentive
1779-PWPMG,114.65,72,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.0009292250963973694,Low,N/A,N/A
6621-NRZAK,20.0,63,Two year,No,Credit card (automatic),0,0,No,0.0023415946397007,Low,N/A,N/A
0831-JNISG,19.8,71,Two year,No,Mailed check,3,0,No,0.06322204273534003,Low,N/A,N/A
0774-IFUVM,65.15,11,Month-to-month,DSL,Bank transfer (automatic),0,0,No,0.39756052996861124,Low,N/A,N/A
3082-WQRVY,19.65,14,One year,No,Mailed check,0,0,No,0.13418622082776788,Low,N/A,N/A
9553-DLCLU,88.95,13,Two year,DSL,Credit card (automatic),0,0,No,0.03405494902116718,Low,N/A,N/A
1641-BYBTK,20.2,6,Month-to-month,No,Mailed check,0,3,No,0.32375827340455565,Low,N/A,N/A
2460-NGXBJ,75.2,11,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.7599132290920898,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
2446-ZKVAF,56.8,18,Month-to-month,DSL,Credit card (automatic),0,0,No,0.3378379666735427,Low,N/A,N/A
3522-CDKHF,75.5,32,Month-to-month,Fiber optic,Bank transfer (automatic),0,2,No,0.4278256370931215,High,Internetservice Fiber Optic,Contract Upgrade Incentive
1430-SFQSA,35.6,29,One year,DSL,Mailed check,0,0,No,0.10587420959395345,Low,N/A,N/A
0411-EZJZE,60.25,3,Month-to-month,DSL,Electronic check,0,0,No,0.7068676222754552,Critical,Tenure,Contract Upgrade Incentive
8807-ARQET,40.35,41,Month-to-month,DSL,Electronic check,0,0,No,0.23040597831648646,Low,N/A,N/A
8992-CEUEN,18.85,1,Month-to-month,No,Electronic check,0,0,No,0.5667502229658352,High,Tenure,Contract Upgrade Incentive
4320-QMLLA,54.85,7,Month-to-month,DSL,Mailed check,0,0,No,0.5312709373030536,High,Tenure,Contract Upgrade Incentive
8777-PVYGU,64.3,52,One year,DSL,Mailed check,0,0,No,0.01528380140846054,Low,N/A,N/A
8292-ITGYJ,24.65,45,Two year,No,Bank transfer (automatic),0,0,No,0.005759365259690139,Low,N/A,N/A
6870-ZWMNX,76.1,70,Two year,DSL,Credit card (automatic),0,0,No,0.0006724101033699921,Low,N/A,N/A
0621-CXBKL,18.7,53,Two year,No,Mailed check,0,0,No,0.004836833901856235,Low,N/A,N/A
5268-DSMNQ,97.95,62,One year,Fiber optic,Credit card (automatic),0,0,No,0.016410129535417217,Low,N/A,N/A
5334-JLAXU,94.1,60,Month-to-month,Fiber optic,Credit card (automatic),5,0,No,0.9732810407478742,Critical,Numtechtickets,Proactive Tech Support Outreach
6242-MBHPK,95.1,23,Month-to-month,Fiber optic,Electronic check,0,0,No,0.6123654714741154,High,Internetservice Fiber Optic,Contract Upgrade Incentive
9359-UGBTK,72.35,67,One year,DSL,Bank transfer (automatic),0,0,No,0.0038701798670180924,Low,N/A,N/A
4782-OSFXZ,82.7,71,Two year,DSL,Bank transfer (automatic),0,0,No,0.0007056972662211652,Low,N/A,N/A
6479-OAUSD,19.9,25,One year,No,Credit card (automatic),0,0,No,0.06914758032484834,Low,N/A,N/A
7129-ACFOG,53.8,5,Month-to-month,DSL,Electronic check,0,0,No,0.6965781484708782,High,Tenure,Contract Upgrade Incentive
4189-NAKJS,51.55,26,One year,DSL,Credit card (automatic),0,0,No,0.1174593818698989,Low,N/A,N/A
5562-BETPV,19.65,1,One year,No,Mailed check,0,5,No,0.17873436791924038,Low,N/A,N/A
1282-IHQAC,44.05,70,One year,DSL,Credit card (automatic),0,0,No,0.011939357857394832,Low,N/A,N/A
9127-FHJBZ,114.0,72,Two year,Fiber optic,Electronic check,0,0,No,0.0009141494594248842,Low,N/A,N/A
1641-RQDAY,100.4,32,Month-to-month,Fiber optic,Electronic check,0,0,No,0.37856853026772935,Low,N/A,N/A
6994-ORCWG,54.25,14,One year,DSL,Mailed check,0,2,No,0.2219961761427765,Low,N/A,N/A
1346-UFHAX,80.0,13,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.73058591762211,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
2933-XEUJM,79.2,46,Two year,DSL,Mailed check,0,3,No,0.0048431792398303895,Low,N/A,N/A
5461-QKNTN,94.3,43,Month-to-month,Fiber optic,Electronic check,0,0,No,0.20784528895426396,Low,N/A,N/A
4835-YSJMR,49.8,39,Two year,DSL,Bank transfer (automatic),0,0,No,0.01417078820360019,Low,N/A,N/A
3164-YAXFY,53.75,57,Month-to-month,DSL,Electronic check,0,2,No,0.059672267771139,Low,N/A,N/A
0887-WBJVH,93.45,53,One year,Fiber optic,Electronic check,3,0,No,0.6712431719458539,High,Numtechtickets,Proactive Tech Support Outreach
4660-IRIBM,87.9,18,Month-to-month,Fiber optic,Mailed check,0,0,No,0.5342096433820926,High,Internetservice Fiber Optic,Contract Upgrade Incentive
7670-ZBPOQ,61.05,58,One year,DSL,Bank transfer (automatic),0,0,No,0.010732631813760257,Low,N/A,N/A
8089-UZWLX,104.05,71,Two year,Fiber optic,Bank transfer (automatic),0,0,No,0.0019648759059032574,Low,N/A,N/A
0080-OROZO,99.25,35,One year,Fiber optic,Electronic check,0,0,No,0.12521730456455163,Low,N/A,N/A
3916-NRPAP,85.7,3,Month-to-month,Fiber optic,Credit card (automatic),0,0,No,0.8275919995577259,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6807-SIWJI,104.85,38,One year,Fiber optic,Electronic check,0,0,No,0.10206837961752768,Low,N/A,N/A
8221-HVAYI,69.15,35,Two year,DSL,Credit card (automatic),0,0,No,0.008624810160975022,Low,N/A,N/A
5232-NXPAY,74.45,47,Two year,DSL,Mailed check,0,0,No,0.004130571382828612,Low,N/A,N/A
8967-SZQAS,50.45,14,Month-to-month,DSL,Electronic check,0,3,No,0.5690883278471712,High,Tenure,Contract Upgrade Incentive
4468-KAZHE,60.0,20,Month-to-month,DSL,Electronic check,1,0,No,0.7633159745064321,Critical,Numtechtickets,Contract Upgrade Incentive
0455-ENTCR,85.25,66,Two year,DSL,Electronic check,2,0,No,0.013866907202274974,Low,N/A,N/A
8944-AILEF,19.45,15,Month-to-month,No,Credit card (automatic),0,5,No,0.24989558723366262,Low,N/A,N/A
5542-NKVRU,20.75,42,Two year,No,Bank transfer (automatic),0,3,No,0.009493264109646968,Low,N/A,N/A
7126-RBHSD,78.9,17,Month-to-month,Fiber optic,Electronic check,0,0,No,0.7449490219030872,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
5370-IIVVL,104.5,37,One year,Fiber optic,Credit card (automatic),0,3,No,0.0627313695871547,Low,N/A,N/A
6789-HJBWG,49.4,12,Month-to-month,DSL,Electronic check,0,0,No,0.6082946052079805,High,Tenure,Contract Upgrade Incentive
9087-EYCPR,25.0,60,Two year,No,Mailed check,0,0,No,0.0026891067364297546,Low,N/A,N/A
6791-YBNAK,25.55,18,Month-to-month,DSL,Credit card (automatic),0,0,No,0.4476257041903217,High,Tenure,Contract Upgrade Incentive
6077-BDPXA,70.15,3,Month-to-month,Fiber optic,Electronic check,0,0,No,0.9095335303171753,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
0013-MHZWF,69.4,9,Month-to-month,DSL,Credit card (automatic),0,0,No,0.3927723562931163,Low,N/A,N/A
8268-YDIXR,93.15,56,One year,Fiber optic,Electronic check,0,0,No,0.03218117372295337,Low,N/A,N/A
4291-SHSBH,69.55,7,Month-to-month,Fiber optic,Electronic check,0,0,No,0.8719947212322846,Critical,Internetservice Fiber Optic,Contract Upgrade Incentive
6980-IMXXE,20.2,69,Two year,No,Bank transfer (automatic),0,4,No,0.001735098733156298,Low,N/A,N/A
0040-HALCW,20.4,54,Two year,No,Credit card (automatic),0,0,No,0.003416312573568307,Low,N/A,N/A
0784-GTUUK,23.75,62,One year,No,Credit card (automatic),0,0,No,0.007971740075916887,Low,N/A,N/A
2294-DMMUS,70.45,62,Month-to-month,DSL,Credit card (automatic),0,0,No,0.016041340144639454,Low,N/A,N/A
